,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
749,Rated Blitz game,https://lichess.org/VazZMlCr,2021.01.31,?,DaenaliaEvandruile,heisenbergg21,0-1,1021,+5,B01,Normal,180+0,2021.01.31,23:15:37,Standard,958,-5
750,Casual Bullet game,https://lichess.org/5LING83d,2021.01.31,?,PolynomialTime,DaenaliaEvandruile,1-0,1009,,A00,Time forfeit,60+0,2021.01.31,13:22:05,Standard,1220,
751,Casual Bullet game,https://lichess.org/GvspgZLQ,2021.01.31,?,DaenaliaEvandruile,PolynomialTime,0-1,1220,,C42,Time forfeit,60+0,2021.01.31,13:18:58,Standard,1009,
752,Casual Bullet game,https://lichess.org/NiJjPa9J,2021.01.31,?,PolynomialTime,DaenaliaEvandruile,0-1,1009,,B15,Time forfeit,60+0,2021.01.31,13:16:08,Standard,1220,
753,Casual Bullet game,https://lichess.org/Km9MLweM,2021.01.31,?,DaenaliaEvandruile,PolynomialTime,0-1,1220,,A00,Normal,60+0,2021.01.31,13:12:56,Standard,1009,
754,Casual Bullet game,https://lichess.org/CY8h6akH,2021.01.31,?,PolynomialTime,DaenaliaEvandruile,0-1,1009,,A41,Time forfeit,60+0,2021.01.31,13:09:51,Standard,1220,
755,Casual Bullet game,https://lichess.org/4fuISCkR,2021.01.31,?,DaenaliaEvandruile,PolynomialTime,0-1,1220,,C42,Normal,60+0,2021.01.31,13:08:37,Standard,1009,
756,Casual Bullet game,https://lichess.org/ZHrWKu7q,2021.01.31,?,PolynomialTime,DaenaliaEvandruile,0-1,1009,,A01,Time forfeit,60+0,2021.01.31,13:05:28,Standard,1220,
757,Casual Bullet game,https://lichess.org/rPwMFr3q,2021.01.31,?,DaenaliaEvandruile,PolynomialTime,0-1,1220,,C42,Time forfeit,60+0,2021.01.31,13:03:23,Standard,1009,
758,Rated Blitz game,https://lichess.org/OMVxKPu5,2021.01.31,?,Fleyland03,DaenaliaEvandruile,1-0,967,-9,D00,Normal,180+0,2021.01.31,12:56:33,Standard,815,+13
759,Rated Blitz game,https://lichess.org/EdX1Nsfz,2021.01.31,?,DaenaliaEvandruile,player12345678901,0-1,1066,+4,B00,Normal,180+0,2021.01.31,12:52:23,Standard,971,-4
760,Rated Blitz game,https://lichess.org/HrJehEmX,2021.01.31,?,Jicay,DaenaliaEvandruile,0-1,965,+6,A00,Normal,180+0,2021.01.31,12:47:14,Standard,955,-6
761,Rated Bullet game,https://lichess.org/qpXsmVIX,2021.01.31,?,DaenaliaEvandruile,PranavThiruppathi,0-1,1069,+5,C45,Time forfeit,60+0,2021.01.31,07:11:16,Standard,1013,-4
762,Rated Bullet game,https://lichess.org/NZf2Mm8m,2021.01.31,?,AZIMI12345,DaenaliaEvandruile,0-1,1008,+5,A00,Time forfeit,60+0,2021.01.31,07:08:50,Standard,979,-5
763,Rated Bullet game,https://lichess.org/ymCVrxMW,2021.01.31,?,DaenaliaEvandruile,Memphisnorth,0-1,1085,+5,B00,Time forfeit,60+0,2021.01.31,07:06:05,Standard,1013,-5
764,Rated Bullet game,https://lichess.org/PEcyTBv3,2021.01.31,?,DaenaliaEvandruile,SURESH_BAIRWA123,1-0,938,-5,B00,Time forfeit,60+0,2021.01.31,07:02:42,Standard,1008,+5
765,Rated Blitz game,https://lichess.org/aFmVEEvt,2021.01.31,?,Artem241296,DaenaliaEvandruile,0-1,958,+7,A45,Normal,180+0,2021.01.31,07:01:00,Standard,982,-6
766,Rated Antichess game,https://lichess.org/Icr4Jk2w,2021.01.30,?,TheGoodNoob,DaenaliaEvandruile,1-0,1417,-167,?,Normal,300+0,2021.01.30,22:26:22,Antichess,1470,+3
767,Rated Antichess game,https://lichess.org/H3M32Jd2,2021.01.30,?,DaenaliaEvandruile,JRMac,0-1,1910,+11,?,Normal,300+0,2021.01.30,22:19:57,Antichess,1500,-83
768,Casual Antichess game,https://lichess.org/Q02cAaSy,2021.01.30,?,DaenaliaEvandruile,leyendas-org,1-0,1500,,?,Time forfeit,300+0,2021.01.30,22:17:13,Antichess,1500,
769,Rated Blitz game,https://lichess.org/fZOJXZcx,2021.01.30,?,joaorobertoms,DaenaliaEvandruile,1-0,967,-9,C42,Time forfeit,180+0,2021.01.30,14:32:56,Standard,827,+8
770,Rated Blitz game,https://lichess.org/dfPZiy4F,2021.01.30,?,DaenaliaEvandruile,zahid10,1-0,957,-12,C00,Normal,180+0,2021.01.30,14:26:38,Standard,960,+7
771,Rated Bullet game,https://lichess.org/rd3lTt40,2021.01.30,?,axrt,DaenaliaEvandruile,0-1,1002,+6,A05,Time forfeit,60+0,2021.01.30,14:24:35,Standard,1008,-5
772,Rated Bullet game,https://lichess.org/FPUjrKeu,2021.01.30,?,kien1234,DaenaliaEvandruile,1-0,1008,-6,A05,Time forfeit,60+0,2021.01.30,14:21:59,Standard,962,+12
773,Rated Bullet game,https://lichess.org/m5rZtMkV,2021.01.30,?,DaenaliaEvandruile,dn_Edsan,0-1,1021,+5,A41,Time forfeit,60+0,2021.01.30,14:19:25,Standard,1014,-6
774,Rated Bullet game,https://lichess.org/bFgiUvTu,2021.01.30,?,DaenaliaEvandruile,Kassimova_Aigul,1-0,1049,-6,C45,Time forfeit,60+0,2021.01.30,07:28:23,Standard,1007,+7
775,Rated Blitz game,https://lichess.org/1FNsDb3J,2021.01.30,?,guymetter,DaenaliaEvandruile,0-1,953,+7,D20,Normal,180+0,2021.01.30,06:59:59,Standard,1002,-7
776,Rated Blitz game,https://lichess.org/fjDf0wi0,2021.01.30,?,DaenaliaEvandruile,mjmj1234,0-1,959,+6,C44,Time forfeit,180+0,2021.01.30,06:29:56,Standard,959,-6
777,Rated Rapid game,https://lichess.org/EqPthuYL,2021.01.30,?,MichaelMillard,DaenaliaEvandruile,1-0,1191,-21,D20,Normal,600+0,2021.01.30,03:49:52,Standard,1196,+57
778,Rated Bullet game,https://lichess.org/iUz92fnK,2021.01.30,?,DaenaliaEvandruile,JLockhart,1-0,992,-6,C42,Time forfeit,60+0,2021.01.30,03:47:33,Standard,1002,+5
779,Rated Bullet game,https://lichess.org/EbNg1BkG,2021.01.30,?,jesusy2j,DaenaliaEvandruile,0-1,996,+6,C26,Time forfeit,60+0,2021.01.30,00:16:58,Standard,987,-6
780,Rated Bullet game,https://lichess.org/2wVfZcCA,2021.01.30,?,jesusy2j,DaenaliaEvandruile,1-0,1002,-6,B02,Normal,60+0,2021.01.30,00:15:08,Standard,980,+7
781,Rated Blitz game,https://lichess.org/VNAeuopy,2021.01.29,?,omaromran98,DaenaliaEvandruile,0-1,952,+7,B02,Time forfeit,180+0,2021.01.29,15:06:30,Standard,1007,-7
782,Rated Bullet game,https://lichess.org/muHhL3Ip,2021.01.29,?,DaenaliaEvandruile,PranavThiruppathi,0-1,1047,+5,C45,Normal,60+0,2021.01.29,15:04:05,Standard,1007,-5
783,Rated Bullet game,https://lichess.org/roaY3NqI,2021.01.29,?,DaenaliaEvandruile,Mathias126,0-1,1078,+7,C41,Time forfeit,60+0,2021.01.29,15:01:44,Standard,1012,-5
784,Rated Bullet game,https://lichess.org/QNxIhyOv,2021.01.29,?,Lettherebelite,DaenaliaEvandruile,1-0,1018,-6,A40,Time forfeit,60+0,2021.01.29,14:59:27,Standard,967,+6
785,Rated Bullet game,https://lichess.org/7kDrHHEc,2021.01.29,?,DaenaliaEvandruile,heaviermelero,1-0,1113,-7,C68,Normal,60+0,2021.01.29,14:57:27,Standard,1011,+7
786,Rated Bullet game,https://lichess.org/xqPelsX4,2021.01.29,?,DaenaliaEvandruile,pulguitaatomica,0-1,1001,+6,C20,Time forfeit,60+0,2021.01.29,14:55:00,Standard,1017,-6
787,Rated Bullet game,https://lichess.org/EEnKI9gh,2021.01.29,?,will_fxp,DaenaliaEvandruile,0-1,1012,+5,B02,Normal,60+0,2021.01.29,14:52:51,Standard,968,-9
788,Rated Bullet game,https://lichess.org/UhtUYeXu,2021.01.29,?,lostprophet6931,DaenaliaEvandruile,1-0,1019,-7,D07,Time forfeit,60+0,2021.01.29,14:50:20,Standard,923,+7
789,Rated Bullet game,https://lichess.org/YrhtlSHG,2021.01.29,?,DaenaliaEvandruile,Maximo_Santana,1-0,1070,-6,B00,Time forfeit,60+0,2021.01.29,14:47:24,Standard,1012,+7
790,Rated Blitz game,https://lichess.org/KCmPrxYB,2021.01.29,?,SebastianPozek,DaenaliaEvandruile,0-1,944,+8,A05,Normal,180+0,2021.01.29,11:51:12,Standard,970,-7
791,Rated Bullet game,https://lichess.org/bmHmJEwK,2021.01.29,?,DaenaliaEvandruile,Mathias126,1-0,1058,-12,C01,Time forfeit,60+0,2021.01.29,11:48:27,Standard,1006,+6
792,Rated Bullet game,https://lichess.org/lJTDnuYI,2021.01.29,?,DaenaliaEvandruile,dp232chauhan,0-1,1027,+5,B12,Normal,60+0,2021.01.29,11:47:54,Standard,1011,-5
793,Rated Bullet game,https://lichess.org/Feuk7x9b,2021.01.29,?,adarsh0504,DaenaliaEvandruile,0-1,1006,+5,B02,Time forfeit,60+0,2021.01.29,05:31:03,Standard,974,-5
794,Rated Bullet game,https://lichess.org/TcsLRDr5,2021.01.29,?,amiguelm,DaenaliaEvandruile,1-0,1011,-5,C26,Normal,60+0,2021.01.29,05:29:23,Standard,1080,+5
795,Rated Bullet game,https://lichess.org/IuUtA61k,2021.01.29,?,DaenaliaEvandruile,XinVoid,0-1,1015,+6,B21,Normal,60+0,2021.01.29,05:26:38,Standard,1016,-5
796,Rated Blitz game,https://lichess.org/n79QR7pU,2021.01.29,?,DaenaliaEvandruile,nigel_nair,1-0,932,-6,B02,Normal,180+0,2021.01.29,04:20:59,Standard,937,+7
797,Rated Blitz game,https://lichess.org/eHcnGNsh,2021.01.29,?,nigel_nair,DaenaliaEvandruile,0-1,930,+7,A00,Time forfeit,180+0,2021.01.29,04:15:28,Standard,938,-6
798,Rated Blitz game,https://lichess.org/9G1uf6rg,2021.01.29,?,DaenaliaEvandruile,JTNebu,1-0,995,-8,C00,Time forfeit,180+0,2021.01.29,01:52:12,Standard,921,+9
799,Rated Bullet game,https://lichess.org/xG2FiHTe,2021.01.29,?,XSleithX,DaenaliaEvandruile,1-0,1024,-8,D00,Time forfeit,60+0,2021.01.29,01:49:25,Standard,915,+9
800,Rated Bullet game,https://lichess.org/R0lRGBS1,2021.01.29,?,DaenaliaEvandruile,Khaierlort,1-0,1036,-6,C40,Normal,60+0,2021.01.29,00:15:47,Standard,1018,+6
801,Rated Bullet game,https://lichess.org/ma4b1ATl,2021.01.29,?,DaenaliaEvandruile,cristhanos,0-1,1020,+11,C00,Normal,60+0,2021.01.29,00:14:51,Standard,1024,-6
802,Rated Rapid game,https://lichess.org/vUpysUO5,2021.01.28,?,cekovski,DaenaliaEvandruile,0-1,1163,+28,B02,Normal,600+0,2021.01.28,23:47:28,Standard,1188,-6
803,Rated Blitz game,https://lichess.org/8kDZuEeJ,2021.01.28,?,xd129,DaenaliaEvandruile,1/2-1/2,921,+0,B02,Time forfeit,180+0,2021.01.28,23:32:55,Standard,933,+0
804,Rated Blitz game,https://lichess.org/6cRd8DNf,2021.01.28,?,moreu,DaenaliaEvandruile,1-0,928,-7,A00,Normal,180+0,2021.01.28,23:29:35,Standard,933,+6
805,Rated Blitz game,https://lichess.org/424vzh2G,2021.01.28,?,DaenaliaEvandruile,Wahab456,1-0,774,-17,C00,Normal,180+0,2021.01.28,23:25:51,Standard,923,+5
806,Rated Blitz game,https://lichess.org/AOxbjrJ5,2021.01.28,?,DaenaliaEvandruile,Maynaji,1-0,985,-7,C41,Time forfeit,180+0,2021.01.28,23:19:10,Standard,914,+9
807,Rated Bullet game,https://lichess.org/8tb8cj7h,2021.01.28,?,DaenaliaEvandruile,PastorMR,1-0,1112,-8,C44,Time forfeit,60+0,2021.01.28,14:52:07,Standard,1016,+8
808,Rated Bullet game,https://lichess.org/vLjkW8oR,2021.01.28,?,MostarAlan,DaenaliaEvandruile,1-0,1024,-8,B02,Normal,60+0,2021.01.28,14:50:45,Standard,921,+8
809,Rated Bullet game,https://lichess.org/Q1ZIKYvT,2021.01.28,?,DaenaliaEvandruile,trandaf2,0-1,1037,+6,C42,Time forfeit,60+0,2021.01.28,14:48:10,Standard,1029,-5
810,Rated Bullet game,https://lichess.org/VidHba5B,2021.01.28,?,andre_nunes,DaenaliaEvandruile,1-0,1035,-6,A05,Time forfeit,60+0,2021.01.28,14:45:30,Standard,1015,+6
811,Rated Bullet game,https://lichess.org/G2naG2gt,2021.01.28,?,dchu58,DaenaliaEvandruile,1-0,1039,-4,B02,Time forfeit,60+0,2021.01.28,14:42:49,Standard,1133,+4
812,Rated Bullet game,https://lichess.org/JWh1n0Ro,2021.01.28,?,DaenaliaEvandruile,Ronens,1-0,1039,-6,C44,Time forfeit,60+0,2021.01.28,14:40:16,Standard,1033,+6
813,Rated Bullet game,https://lichess.org/C2OJIGDZ,2021.01.28,?,DaenaliaEvandruile,samet1537,1/2-1/2,1067,+0,B20,Normal,60+0,2021.01.28,14:37:17,Standard,1033,+0
814,Rated Bullet game,https://lichess.org/b9ytMlOu,2021.01.28,?,MalachiForsthoffer,DaenaliaEvandruile,0-1,1028,+5,C42,Time forfeit,60+0,2021.01.28,14:35:00,Standard,946,-5
815,Rated Blitz game,https://lichess.org/e1DCjYZa,2021.01.28,?,Leolucio,DaenaliaEvandruile,0-1,903,+11,B03,Time forfeit,180+0,2021.01.28,11:50:57,Standard,1053,-8
816,Rated Blitz game,https://lichess.org/yLaxLdJ2,2021.01.28,?,DaenaliaEvandruile,Discours0,1-0,995,-7,B01,Time forfeit,180+0,2021.01.28,11:44:31,Standard,892,+11
817,Rated Blitz game,https://lichess.org/6h0qngc0,2021.01.28,?,aplacebeyond,DaenaliaEvandruile,1/2-1/2,889,+3,A05,Time forfeit,180+0,2021.01.28,11:37:37,Standard,1018,-2
818,Rated Blitz game,https://lichess.org/DmUxJRZf,2021.01.28,?,shubhamshah123,DaenaliaEvandruile,1-0,897,-8,C20,Normal,180+0,2021.01.28,06:45:30,Standard,918,+6
819,Rated Blitz game,https://lichess.org/KgNjQGmg,2021.01.28,?,DaenaliaEvandruile,shubhamshah123,0-1,913,+5,C42,Normal,180+0,2021.01.28,06:43:12,Standard,905,-8
820,Rated Blitz game,https://lichess.org/xsinn9s8,2021.01.28,?,shubhamshah123,DaenaliaEvandruile,0-1,896,+9,B02,Normal,180+0,2021.01.28,06:38:42,Standard,919,-6
821,Rated Blitz game,https://lichess.org/gngpKcai,2021.01.28,?,DaenaliaEvandruile,dostuk,1-0,898,-6,C44,Time forfeit,180+0,2021.01.28,06:36:56,Standard,886,+10
822,Rated Blitz game,https://lichess.org/jD9BR9we,2021.01.28,?,ZwLoadDriver,DaenaliaEvandruile,0-1,874,+12,A05,Normal,180+0,2021.01.28,06:34:10,Standard,998,-7
823,Rated Blitz game,https://lichess.org/M863wDzh,2021.01.28,?,DaenaliaEvandruile,Suraj06,1-0,747,-25,C40,Normal,180+0,2021.01.28,06:28:44,Standard,868,+6
824,Rated Bullet game,https://lichess.org/ErfV4z5R,2021.01.28,?,DaenaliaEvandruile,jagdishreddy5,1-0,1012,-6,C40,Time forfeit,60+0,2021.01.28,06:25:46,Standard,1023,+5
825,Rated Bullet game,https://lichess.org/tN0LI14y,2021.01.28,?,Awindy-Jordan,DaenaliaEvandruile,0-1,1016,+7,D02,Time forfeit,60+0,2021.01.28,06:23:34,Standard,1098,-7
826,Rated Bullet game,https://lichess.org/uUjA0Kjy,2021.01.28,?,Taran20,DaenaliaEvandruile,1-0,1022,-6,C20,Time forfeit,60+0,2021.01.28,06:04:04,Standard,992,+7
827,Rated Bullet game,https://lichess.org/lbVfi7nF,2021.01.28,?,BunkerSup82,DaenaliaEvandruile,1-0,1027,-5,B02,Time forfeit,60+0,2021.01.28,05:28:25,Standard,1034,+6
828,Rated Bullet game,https://lichess.org/g6tMu7y1,2021.01.28,?,DaenaliaEvandruile,BunkerSup82,0-1,1029,+5,C00,Normal,60+0,2021.01.28,05:25:36,Standard,1033,-6
829,Rated Bullet game,https://lichess.org/hmP5QorD,2021.01.28,?,BunkerSup82,DaenaliaEvandruile,1-0,1039,-6,B02,Normal,60+0,2021.01.28,05:24:14,Standard,1023,+6
830,Rated Bullet game,https://lichess.org/0JKGymy2,2021.01.28,?,DaenaliaEvandruile,BunkerSup82,1-0,1028,-5,C50,Time forfeit,60+0,2021.01.28,05:21:33,Standard,1034,+5
831,Rated Bullet game,https://lichess.org/jgcJpbrG,2021.01.28,?,BunkerSup82,DaenaliaEvandruile,1-0,1039,-5,B02,Normal,60+0,2021.01.28,05:19:59,Standard,1022,+6
832,Rated Bullet game,https://lichess.org/G6K0tNK9,2021.01.28,?,DaenaliaEvandruile,AliAlyaqoobi,1-0,1039,-20,C00,Time forfeit,60+0,2021.01.28,05:17:28,Standard,1034,+5
833,Rated Bullet game,https://lichess.org/XjA6S3gC,2021.01.28,?,DaenaliaEvandruile,ar_d001,0-1,1006,+19,B06,Normal,60+0,2021.01.28,05:16:28,Standard,1040,-6
834,Rated Bullet game,https://lichess.org/0dZmEx35,2021.01.28,?,DaenaliaEvandruile,Elcejasj,1-0,1039,-6,C20,Time forfeit,60+0,2021.01.28,05:13:42,Standard,1034,+6
835,Rated Bullet game,https://lichess.org/xyEhbHNY,2021.01.28,?,eastsideJoHnny,DaenaliaEvandruile,1-0,1040,-6,A00,Normal,60+0,2021.01.28,05:12:14,Standard,997,+6
836,Rated Bullet game,https://lichess.org/ZP92zqWm,2021.01.28,?,ChessPlayer130,DaenaliaEvandruile,0-1,1035,+5,B02,Time forfeit,60+0,2021.01.28,05:09:25,Standard,1011,-5
837,Rated Bullet game,https://lichess.org/jbXEfa58,2021.01.28,?,DaenaliaEvandruile,OopsLetMeTakeback,0-1,1042,+5,B13,Normal,60+0,2021.01.28,05:07:11,Standard,1041,-6
838,Rated Bullet game,https://lichess.org/Z2cZo9ht,2021.01.28,?,DaenaliaEvandruile,zainab240,0-1,985,+6,C45,Normal,60+0,2021.01.28,05:04:32,Standard,1047,-6
839,Rated Bullet game,https://lichess.org/Jeedgi30,2021.01.28,?,Kath26,DaenaliaEvandruile,1-0,1053,-6,B02,Normal,60+0,2021.01.28,05:02:43,Standard,1050,+7
840,Rated Bullet game,https://lichess.org/lwkIajAD,2021.01.28,?,chessnovice64,DaenaliaEvandruile,0-1,1047,+6,B02,Time forfeit,60+0,2021.01.28,04:59:55,Standard,1063,-6
841,Rated Bullet game,https://lichess.org/FmOOngkA,2021.01.28,?,Safoian,DaenaliaEvandruile,1-0,1053,-6,B02,Time forfeit,60+0,2021.01.28,04:57:13,Standard,1027,+6
842,Rated Bullet game,https://lichess.org/dmAbQ3LW,2021.01.28,?,DaenaliaEvandruile,saucyczakl,0-1,1050,+6,C44,Normal,60+0,2021.01.28,04:56:13,Standard,1059,-6
843,Rated Bullet game,https://lichess.org/RPbMLdr8,2021.01.28,?,benditawilber,DaenaliaEvandruile,0-1,1053,+6,B02,Time forfeit,60+0,2021.01.28,04:53:30,Standard,1049,-7
844,Rated Bullet game,https://lichess.org/Vd0Bky77,2021.01.27,?,DaenaliaEvandruile,Walhode,0-1,1015,+7,B13,Normal,60+0,2021.01.27,15:02:32,Standard,1060,-7
845,Rated Bullet game,https://lichess.org/uiiTwOnx,2021.01.27,?,DaenaliaEvandruile,tombstone58,0-1,1114,+5,B01,Time forfeit,60+0,2021.01.27,15:00:07,Standard,1065,-5
846,Rated Bullet game,https://lichess.org/cWnPMk3g,2021.01.27,?,Daniel-Soto,DaenaliaEvandruile,0-1,1059,+6,A45,Time forfeit,60+0,2021.01.27,14:57:43,Standard,1069,-6
847,Rated Bullet game,https://lichess.org/aSe4qMF8,2021.01.27,?,DaenaliaEvandruile,bkobe,1/2-1/2,1166,-1,B01,Normal,60+0,2021.01.27,14:55:09,Standard,1057,+2
848,Rated Bullet game,https://lichess.org/MKHZdC1L,2021.01.27,?,ThawNine,DaenaliaEvandruile,0-1,1050,+7,D00,Time forfeit,60+0,2021.01.27,14:52:26,Standard,1118,-7
849,Rated Bullet game,https://lichess.org/xwsJOTel,2021.01.27,?,DaenaliaEvandruile,Chesss667,1-0,1049,-10,C41,Time forfeit,60+0,2021.01.27,14:50:20,Standard,1044,+6
850,Rated Bullet game,https://lichess.org/wMAf2Rn0,2021.01.27,?,marcusname,DaenaliaEvandruile,0-1,1038,+6,A05,Time forfeit,60+0,2021.01.27,14:47:45,Standard,1084,-8
851,Rated Bullet game,https://lichess.org/3MhMlSAs,2021.01.27,?,DaenaliaEvandruile,ANCAJA,1-0,1035,-5,C44,Time forfeit,60+0,2021.01.27,14:45:03,Standard,1032,+6
852,Rated Bullet game,https://lichess.org/KSBUtYnX,2021.01.27,?,theonlykevinzhou,DaenaliaEvandruile,1-0,1038,-6,B00,Normal,60+0,2021.01.27,14:42:42,Standard,1047,+5
853,Rated Bullet game,https://lichess.org/hkuOLxwx,2021.01.27,?,DaenaliaEvandruile,vmlichess,1-0,1072,-7,B01,Time forfeit,60+0,2021.01.27,14:40:13,Standard,1031,+7
854,Rated Bullet game,https://lichess.org/mTovSzY5,2021.01.27,?,DaenaliaEvandruile,docto,0-1,1083,+5,C45,Time forfeit,60+0,2021.01.27,14:37:40,Standard,1036,-5
855,Rated Bullet game,https://lichess.org/LWBDsTED,2021.01.27,?,Jubay411,DaenaliaEvandruile,0-1,1032,+4,A05,Time forfeit,60+0,2021.01.27,11:54:48,Standard,950,-5
856,Rated Bullet game,https://lichess.org/ikLfoPtz,2021.01.27,?,beynimi7ler,DaenaliaEvandruile,0-1,1027,+5,A05,Time forfeit,60+0,2021.01.27,11:52:22,Standard,927,-4
857,Rated Bullet game,https://lichess.org/s5ZJBLqc,2021.01.27,?,DaenaliaEvandruile,stwupton,1-0,976,-5,C45,Time forfeit,60+0,2021.01.27,11:49:55,Standard,1022,+5
858,Rated Bullet game,https://lichess.org/NdXktf4Q,2021.01.27,?,DaenaliaEvandruile,davha,1-0,1014,-5,C42,Time forfeit,60+0,2021.01.27,11:47:45,Standard,1017,+5
859,Rated Bullet game,https://lichess.org/iZk8LMF2,2021.01.27,?,KCM1988,DaenaliaEvandruile,1-0,1022,-5,A45,Time forfeit,60+0,2021.01.27,11:45:27,Standard,1024,+5
860,Rated Bullet game,https://lichess.org/MLS0h1XV,2021.01.27,?,ibrahimovic777,DaenaliaEvandruile,0-1,1017,+5,B02,Time forfeit,60+0,2021.01.27,11:43:00,Standard,1007,-5
861,Rated Bullet game,https://lichess.org/rStO6RqF,2021.01.27,?,ppmuncherr,DaenaliaEvandruile,1-0,1022,-5,A05,Time forfeit,60+0,2021.01.27,11:40:31,Standard,1037,+25
862,Rated Bullet game,https://lichess.org/L1t7fYEZ,2021.01.27,?,DaenaliaEvandruile,omotoso,1-0,1030,-6,C44,Time forfeit,60+0,2021.01.27,07:51:36,Standard,1016,+6
863,Rated Bullet game,https://lichess.org/EspQk4Vj,2021.01.27,?,Synatic,DaenaliaEvandruile,1-0,1022,-6,B02,Normal,60+0,2021.01.27,07:50:25,Standard,1018,+6
864,Rated Rapid game,https://lichess.org/5XElFFw8,2021.01.27,?,DaenaliaEvandruile,RalphDig,1-0,1133,-6,B02,Normal,600+0,2021.01.27,05:29:47,Standard,1134,+29
865,Rated Blitz game,https://lichess.org/6Msf39Q9,2021.01.26,?,GeeDevil,DaenaliaEvandruile,1-0,878,-10,A00,Time forfeit,180+0,2021.01.26,14:05:57,Standard,825,+6
866,Rated Blitz game,https://lichess.org/233yjwjT,2021.01.26,?,DaenaliaEvandruile,DulanP,1-0,947,-7,C42,Normal,180+0,2021.01.26,14:00:13,Standard,866,+12
867,Rated Blitz game,https://lichess.org/EQgIy5PV,2021.01.26,?,DaenaliaEvandruile,gr4ndm4st3r1337,0-1,947,+4,B06,Time forfeit,180+0,2021.01.26,13:53:18,Standard,874,-8
868,Rated Blitz game,https://lichess.org/COSPRDp0,2021.01.26,?,Teodor89,DaenaliaEvandruile,1/2-1/2,876,-2,A45,Normal,180+0,2021.01.26,13:45:49,Standard,810,+1
869,Rated Blitz game,https://lichess.org/EdmXStXp,2021.01.26,?,DaenaliaEvandruile,Teodor89,1-0,815,-5,B10,Normal,180+0,2021.01.26,13:40:42,Standard,867,+9
870,Rated Blitz game,https://lichess.org/fzrZOXvt,2021.01.26,?,Teodor89,DaenaliaEvandruile,1-0,880,-13,A45,Normal,180+0,2021.01.26,13:37:22,Standard,808,+7
871,Rated Bullet game,https://lichess.org/k1e14vbk,2021.01.26,?,DaenaliaEvandruile,Marrabolla,1-0,923,-4,C40,Normal,60+0,2021.01.26,13:33:49,Standard,1018,+4
872,Rated Bullet game,https://lichess.org/U3KWFA1U,2021.01.26,?,Marcelm5,DaenaliaEvandruile,1-0,1023,-5,A05,Normal,60+0,2021.01.26,13:32:06,Standard,1047,+6
873,Rated Bullet game,https://lichess.org/e2y31w1r,2021.01.26,?,DaenaliaEvandruile,RaimundoML,1-0,1030,-6,A41,Normal,60+0,2021.01.26,13:29:46,Standard,1017,+6
874,Rated Bullet game,https://lichess.org/RUQpyyfU,2021.01.26,?,RaimundoML,DaenaliaEvandruile,0-1,1011,+6,A05,Normal,60+0,2021.01.26,13:28:00,Standard,1036,-6
875,Rated Bullet game,https://lichess.org/bEQdkWuR,2021.01.26,?,DaenaliaEvandruile,dare019,1-0,1057,-7,C42,Time forfeit,60+0,2021.01.26,13:25:54,Standard,1004,+7
876,Rated Bullet game,https://lichess.org/QPBw0rlF,2021.01.26,?,YuPos21,DaenaliaEvandruile,0-1,1001,+3,A05,Time forfeit,60+0,2021.01.26,13:23:12,Standard,841,-4
877,Rated Bullet game,https://lichess.org/OnGS9Boh,2021.01.26,?,Finrod64,DaenaliaEvandruile,0-1,997,+4,A04,Time forfeit,60+0,2021.01.26,12:19:49,Standard,910,-4
878,Rated Bullet game,https://lichess.org/1qThXS1B,2021.01.26,?,DaenaliaEvandruile,Jackalex123,0-1,1055,+5,A20,Time forfeit,60+0,2021.01.26,12:16:51,Standard,1001,-4
879,Rated Bullet game,https://lichess.org/k68UT4SU,2021.01.26,?,DaenaliaEvandruile,inflatable,0-1,1007,+6,A00,Time forfeit,60+0,2021.01.26,12:14:21,Standard,1007,-6
880,Rated Bullet game,https://lichess.org/cLZEmLyG,2021.01.26,?,JuBru,DaenaliaEvandruile,0-1,1002,+5,B02,Time forfeit,60+0,2021.01.26,12:11:58,Standard,973,-5
881,Rated Bullet game,https://lichess.org/9TqjxTPI,2021.01.26,?,DaenaliaEvandruile,Ronens,1-0,1028,-6,C20,Time forfeit,60+0,2021.01.26,11:53:12,Standard,996,+6
882,Rated Bullet game,https://lichess.org/e34gHo39,2021.01.26,?,birlaaadhitya2010,DaenaliaEvandruile,1-0,1002,-6,B02,Time forfeit,60+0,2021.01.26,11:50:40,Standard,985,+6
883,Rated Bullet game,https://lichess.org/XM0E3Xrp,2021.01.26,?,chessbesugo,DaenaliaEvandruile,1-0,1005,-3,A40,Time forfeit,60+0,2021.01.26,11:47:52,Standard,1128,+4
884,Rated Blitz game,https://lichess.org/mMcPZIer,2021.01.26,?,DaenaliaEvandruile,pdmankar123,1/2-1/2,877,+0,A01,Time forfeit,180+0,2021.01.26,11:41:00,Standard,880,+0
885,Rated Blitz game,https://lichess.org/fk2NvMMA,2021.01.25,?,DaenaliaEvandruile,a744,1-0,781,-4,B01,Time forfeit,180+0,2021.01.25,15:26:38,Standard,871,+9
886,Rated Blitz game,https://lichess.org/BtNI8iVf,2021.01.25,?,BurayAltun,DaenaliaEvandruile,0-1,860,+11,A01,Normal,180+0,2021.01.25,15:24:13,Standard,853,-5
